CustomerID,Churn
844,0
845,0
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,1
857,1
858,0
859,0
860,0
861,1
862,0
863,0
864,1
865,0
866,0
867,1
868,0
869,1
870,0
871,0
872,1
873,1
874,1
875,0
876,0
877,0
878,0
879,1
880,1
881,1
882,0
883,0
884,1
885,0
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,1
895,1
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,1
904,0
905,0
906,0
907,0
908,1
909,0
910,0
911,0
912,1
913,0
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,1
928,0
929,0
930,0
931,1
932,0
933,1
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,1
943,0
944,0
945,0
946,1
947,0
948,0
949,1
950,0
951,0
952,0
953,0
954,1
955,1
956,0
957,0
958,1
959,0
960,0
961,1
962,0
963,1
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,1
974,1
975,0
976,0
977,0
978,1
979,0
980,1
981,0
982,1
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,0
996,1
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,1
1019,0
1020,1
1021,1
1022,0
1023,0
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,1
1041,1
1042,1
1043,0
1044,0
1045,0
1046,1
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,1
1059,0
1060,0
1061,1
1062,0
1063,0
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,1
1078,0
1079,1
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,0
1124,0
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,1
1132,0
1133,0
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,1
1171,0
1172,0
1173,0
1174,1
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,0
1182,0
1183,0
1184,1
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,0
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,1
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,1
1243,0
1244,0
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,1
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,0
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,1
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,0
1326,1
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,0
1337,0
1338,0
1339,0
1340,1
1341,0
1342,0
1343,0
1344,0
1345,0
1346,1
1347,0
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,1
1355,0
1356,0
1357,0
1358,1
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,1
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,1
1394,1
1395,0
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,0
1404,1
1405,0
1406,1
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1
1417,0
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,0
1426,1
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,1
1449,0
1450,0
1451,1
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,1
1461,1
1462,0
1463,1
1464,1
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,1
1495,0
1496,0
1497,0
1498,0
1499,0
1500,1
1501,0
1502,1
1503,0
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1518,1
1519,0
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,1
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,0
1550,1
1551,0
1552,0
1553,0
1554,0
1555,0
1556,1
1557,1
1558,0
1559,1
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,1
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,1
1584,0
1585,0
1586,0
1587,1
1588,0
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,0
1615,1
1616,0
1617,1
1618,1
1619,1
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,1
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,1
1638,0
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,1
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,0
1693,1
1694,0
1695,1
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,0
1708,0
1709,1
1710,1
1711,0
1712,1
1713,0
1714,0
1715,0
1716,1
1717,1
1718,1
1719,0
1720,0
1721,1
1722,0
1723,0
1724,0
1725,0
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,1
1744,0
1745,0
1746,0
1747,1
1748,0
1749,0
1750,1
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,0
1766,0
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,1
1775,1
1776,1
1777,1
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,1
1789,0
1790,1
1791,0
1792,0
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,1
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,1
1825,0
1826,0
1827,1
1828,1
1829,0
1830,0
1831,0
1832,1
1833,0
1834,0
1835,1
1836,1
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,0
1859,1
1860,0
1861,1
1862,1
1863,0
1864,0
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,1
1882,0
1883,1
1884,0
1885,1
1886,1
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,1
1899,0
1900,0
1901,1
1902,0
1903,0
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,1
1918,0
1919,0
1920,0
1921,0
1922,1
1923,1
1924,1
1925,0
1926,0
1927,0
1928,1
1929,0
1930,0
1931,1
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,1
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,1
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,1
1955,1
1956,0
1957,0
1958,1
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,1
1984,1
1985,0
1986,0
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,1
2016,0
2017,0
2018,0
2019,0
2020,0
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,1
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,1
2035,0
2036,1
2037,1
2038,0
2039,1
2040,0
2041,0
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,1
2063,0
2064,0
2065,1
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,1
2091,0
2092,0
2093,0
2094,1
2095,1
2096,0
2097,1
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,1
2111,0
2112,1
2113,1
2114,1
2115,0
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,1
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,1
2136,0
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,1
2151,0
2152,1
2153,0
2154,0
2155,1
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,0
2177,0
2178,0
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,0
2191,0
2192,0
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,1
2207,0
2208,0
2209,0
2210,1
2211,0
2212,0
2213,0
2214,1
2215,0
2216,1
2217,0
2218,0
2219,0
2220,0
2221,0
2222,1
2223,1
2224,0
2225,1
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,1
2233,0
2234,1
2235,0
2236,1
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,0
2249,0
2250,1
2251,0
2252,1
2253,0
2254,1
2255,0
2256,0
2257,0
2258,1
2259,0
2260,0
2261,0
2262,1
2263,0
2264,0
2265,0
2266,1
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,0
2275,1
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,0
2297,0
2298,0
2299,1
2300,0
2301,0
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,1
2316,1
2317,0
2318,1
2319,0
2320,1
2321,1
2322,1
2323,0
2324,0
2325,0
2326,1
2327,0
2328,0
2329,0
2330,0
2331,0
2332,1
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,1
2365,0
2366,1
2367,0
2368,0
2369,0
2370,0
2371,1
2372,1
2373,1
2374,1
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,1
2382,1
2383,0
2384,0
2385,1
2386,0
2387,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,1
2397,1
2398,0
2399,1
2400,1
2401,1
2402,1
2403,0
2404,0
2405,0
2406,0
2407,1
2408,0
2409,0
2410,0
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,1
2418,0
2419,0
2420,0
2421,0
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,1
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,1
2439,0
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,0
2477,0
2478,0
2479,1
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,1
2487,0
2488,1
2489,0
2490,0
2491,0
2492,1
2493,0
2494,0
2495,1
2496,0
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,1
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,1
2528,0
2529,0
2530,1
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,0
2549,0
2550,1
2551,1
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,0
2569,1
2570,0
2571,0
2572,0
2573,1
2574,1
2575,0
2576,0
2577,0
2578,0
2579,1
2580,0
2581,0
2582,1
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,1
2590,1
2591,1
2592,0
2593,0
2594,0
2595,1
2596,0
2597,1
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,1
2623,1
2624,1
2625,0
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,0
2633,0
2634,0
2635,1
2636,1
2637,0
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,0
2652,0
2653,0
2654,0
2655,0
2656,1
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,1
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,1
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,1
2703,0
2704,0
2705,0
2706,1
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,1
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,1
2758,0
2759,0
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,0
2767,0
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,1
2778,0
2779,0
2780,1
2781,0
2782,0
2783,1
2784,1
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,1
2798,0
2799,0
2800,0
2801,1
2802,1
2803,0
2804,0
2805,1
2806,0
2807,1
2808,0
2809,1
2810,1
2811,0
2812,1
2813,0
2814,0
2815,1
2816,0
2817,0
2818,0
2819,1
2820,1
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,1
2831,1
2832,0
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,1
2841,0
2842,0
2843,0
2844,0
2845,1
2846,0
2847,0
2848,0
2849,1
2850,1
2851,1
2852,0
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,1
2866,1
2867,0
2868,0
2869,1
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,1
2877,0
2878,0
2879,0
2880,1
2881,0
2882,1
2883,0
2884,1
2885,1
2886,0
2887,1
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,1
2895,0
2896,0
2897,0
2898,0
2899,1
2900,0
2901,0
2902,1
2903,1
2904,0
2905,1
2906,0
2907,0
2908,1
2909,0
2910,0
2911,1
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,1
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,0
2929,0
2930,1
2931,1
2932,1
2933,0
2934,1
2935,0
2936,0
2937,0
2938,1
2939,0
2940,0
2941,0
2942,1
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,1
2952,1
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,0
2973,0
2974,1
2975,0
2976,0
2977,1
2978,1
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,1
2987,1
2988,0
2989,0
2990,0
2991,1
2992,0
2993,0
2994,1
2995,0
